"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/03/2016","Transfer to Bills","Internet transfer to Interest Checking account XXXXXX4461","87.00","debit","Transfer","Income","",""
"9/03/2016","Transfer to Restaurants","Internet transfer to Interest Checking account XXXXXX5319","100.00","debit","Transfer","Income","",""
"9/03/2016","Transfer to Luxuries","Internet transfer to Interest Checking account XXXXXX5311","200.00","debit","Transfer","Income","",""
"9/03/2016","Transfer to Groceries","Internet transfer to Interest Checking account XXXXXX5295","100.00","debit","Transfer","Income","",""
"9/03/2016","Transfer to Dropbox Savings","Internet transfer to Online Savings account XXXXXX4754","597.00","debit","Transfer","Income","",""
"9/03/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","100.00","credit","Transfer","Groceries","",""
"9/03/2016","Amazon","AMAZON.COM SEATTLE WA US","8.71","debit","Shopping","Luxuries","",""
"9/02/2016","Digitalocean Com Ny","DIGITALOCEAN.COM 6463978051 NY US","4.81","debit","Income","Bills","",""
"9/02/2016","Lens.com","SAVEONLENS.COM 604-2790620 WA US","310.96","debit","Eyecare","Bills","",""
"9/01/2016","Annual Membership Fee","ANNUAL MEMBERSHIP FEE","95.00","debit","Service Fee","CREDIT CARD","",""
"8/31/2016","Check","","4.67","credit","Check","IRA Online Savings","",""
"8/31/2016","Chipotle","CHIPOTLE 1899 EL CERRITO CA US","10.53","debit","Fast Food","Restaurants","",""
"8/31/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 3091.86 ~ Tran: DDIR","3091.86","credit","Paycheck","Dropbox Savings","",""
"8/31/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 483.33 ~ Tran: DDIR","483.33","credit","Paycheck","Income","",""
"8/29/2016","Deposit","Deposit","597.63","credit","Income","Income","",""
"8/29/2016","Wing Stop","WINGSTOP 0477 EL CERRITO CA US","43.31","debit","Restaurants","Restaurants","",""
"8/29/2016","Amazon Kindle","Amazon Services-Kindle 866-321-8851 WA US","2.99","debit","Books","Luxuries","",""
"8/29/2016","Grog","GOOGLE *Grog LLC g.co/payhelp# CA US","4.99","debit","Business Services","Luxuries","",""
"8/26/2016","Market Sf","298 MARKET S-20 298 MARKET STREET SAN FRANCISCO CA US","82.95","debit","Arts","Groceries","",""
"8/26/2016","Amazon","AMAZON.COM SEATTLE WA US","12.88","debit","Shopping","Luxuries","",""
"8/25/2016","Amazon","AMAZON.COM SEATTLE WA US","5.75","debit","Shopping","Luxuries","",""
"8/25/2016","Comcast","COMCAST COMCAST~ Future Amount: 80.9 ~ Tran: ACHDW","80.90","debit","Television","Bills","",""
"8/25/2016","Zachary A Vance","ZACHARY A VANCE (Ally Interest Checking XXXXXX5303) sent mon","697.00","debit","Mortgage & Rent","Rent","",""
"8/24/2016","Overdraft Interest Charge","OVERDRAFT INTEREST CHARGE","0.27","debit","Finance Charge","CREDIT CARD","",""
"8/23/2016","Zynga","GOOGLE *Zynga Inc g.co/payhelp# CA US","9.99","debit","Entertainment","Luxuries","",""
"8/22/2016","Amazon","AMAZON.COM SEATTLE WA US","11.48","debit","Shopping","Groceries","",""
"8/22/2016","Berkeley Bowl Market","BERKELEY BOWL MARKETPLA BERKELEY CA US","44.79","debit","Groceries","Groceries","",""
"8/22/2016","Amazon","AMAZON.COM SEATTLE WA US","55.13","debit","Shopping","Groceries","",""
"8/21/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","100.00","credit","Transfer","Restaurants","",""
"8/21/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","380.00","credit","Transfer","Bills","",""
"8/21/2016","Transfer to Restaurants","Internet transfer to Interest Checking account XXXXXX5319","100.00","debit","Transfer","Income","",""
"8/21/2016","Transfer to Bills","Internet transfer to Interest Checking account XXXXXX4461","380.00","debit","Transfer","Income","",""
"8/20/2016","Interest Paid","Interest Paid","0.01","credit","Interest Income","Bills","",""
"8/20/2016","Men's Wearhouse","THE MENS WEARHOUSE #21 EMERYVILLE CA US","231.43","debit","Clothing","Bills","",""
"8/20/2016","Interest Paid","Interest Paid","17.52","credit","Interest Income","Dropbox Savings","",""
"8/20/2016","Interest Paid","Interest Paid","0.01","credit","Interest Income","Luxuries","",""
"8/20/2016","Kingstrueva","PAYPAL *KINGSTRUEVA San Jose CA US","19.65","debit","Uncategorized","Luxuries","",""
"8/20/2016","Xmpena","PAYPAL *XMPENA San Jose CA US","13.30","debit","Uncategorized","Luxuries","",""
"8/20/2016","Interest Paid","Interest Paid","0.03","credit","Interest Income","Income","",""
"8/20/2016","Interest Paid","Interest Paid","0.97","credit","Interest Income","Rent","",""
"8/20/2016","ATM Fee Refund","ATM Fee Reimbursement","2.50","credit","ATM Fee","Groceries","",""
"8/20/2016","Interest Paid","Interest Paid","0.02","credit","Interest Income","Groceries","",""
"8/15/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 2630.07 ~ Tran: DDIR","2630.07","credit","Paycheck","Dropbox Savings","",""
"8/15/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 265.65 ~ Tran: DDIR","265.65","credit","Paycheck","Dropbox Savings","",""
"8/15/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 44.34 ~ Tran: DDIR","44.34","credit","Paycheck","Income","",""
"8/15/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 438.99 ~ Tran: DDIR","438.99","credit","Paycheck","Income","",""
"8/14/2016","Nnt Total Estate","NNT TOTAL ESTATE LI8818 OAKLAND CA US","50.00","debit","Uncategorized","Bills","",""
"8/13/2016","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","58.58","debit","Groceries","Groceries","",""
"8/13/2016","Transfer from Dropbox Savings","Internet transfer from Online Savings account XXXXXX4754","700.00","credit","Transfer","Bills","",""
"8/13/2016","Transfer to Bills","Internet transfer to Interest Checking account XXXXXX4461","700.00","debit","Transfer","Dropbox Savings","",""
"8/12/2016","Overdraft Fee","Fee for Overdraft Item Paid","25.00","debit","Bank Fee","Bills","",""
"8/12/2016","T-Mobile","T-MOBILE PCS SVC","59.11","debit","Mobile Phone","Bills","",""
"8/10/2016","Netflix","NETFLIX.COM NETFLIX.COM CA US","7.99","debit","Movies & DVDs","Luxuries","",""
"8/04/2016","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","51.64","debit","Groceries","Groceries","",""
"8/04/2016","Overdraft Fee","Fee for Overdraft Item Paid","25.00","debit","Bank Fee","Bills","",""
"8/04/2016","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMS~ Future Amount: 177.5 ~ Tran: ACH","177.50","debit","Life Insurance","Bills","",""
"8/03/2016","Digitalocean Com Ny","DIGITALOCEAN.COM 6463978051 NY US","5.19","debit","Income","Bills","",""
"8/03/2016","Frontier","FRONTIER DENVER CO US","256.20","debit","Groceries","Bills","",""
"8/03/2016","Chase Epay","CHASE EPAY","50.67","debit","Financial","Bills","",""
"8/02/2016","Thank You Web","Payment Thank You - Web","50.67","credit","Credit Card Payment","CREDIT CARD","",""
"8/02/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","1.00","credit","Transfer","Restaurants","",""
"8/02/2016","Geico","GEICO PREM COLL","185.48","debit","Auto Insurance","Bills","",""
"8/02/2016","Overdraft Fee","Fee for Overdraft Item Paid","25.00","debit","Bank Fee","Bills","",""
"8/02/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","700.00","credit","Transfer","Bills","",""
"8/02/2016","Transfer to Restaurants","Internet transfer to Interest Checking account XXXXXX5319","1.00","debit","Transfer","Income","",""
"8/02/2016","Transfer to Groceries","Internet transfer to Interest Checking account XXXXXX5295","270.00","debit","Transfer","Income","",""
"8/02/2016","Transfer to Bills","Internet transfer to Interest Checking account XXXXXX4461","700.00","debit","Transfer","Income","",""
"8/02/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","270.00","credit","Transfer","Groceries","",""
"7/31/2016","Check","","4.67","credit","Check","IRA Online Savings","",""
"7/31/2016","Amazon","AMAZON.COM SEATTLE WA US","31.41","debit","Shopping","Luxuries","",""
"7/31/2016","Amazon","AMAZON.COM SEATTLE WA US","6.90","debit","Shopping","Luxuries","",""
"7/30/2016","San Pab San","1300 SAN PAB-27 1300 SAN PABLO AVENUE BERKELEY CA US","122.50","debit","Uncategorized","Groceries","",""
"7/29/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 3091.86 ~ Tran: DDIR","3091.86","credit","Paycheck","Dropbox Savings","",""
"7/29/2016","Amazon","AmazonPrime Membership amzn.com/prme WA US","108.41","debit","Shopping","Luxuries","",""
"7/29/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 483.33 ~ Tran: DDIR","483.33","credit","Paycheck","Income","",""
"7/27/2016","Chipotle","CHIPOTLE 0231 BERKELEY CA US","18.45","debit","Fast Food","Groceries","",""
"7/26/2016","Overdraft Fee","Fee for Overdraft Item Paid","25.00","debit","Bank Fee","Bills","",""
"7/26/2016","Comcast","COMCAST COMCAST~ Future Amount: 80.9 ~ Tran: ACHDW","80.90","debit","Television","Bills","",""
"7/25/2016","Pho Baguette","PHO BAGUETTE ALAMEDA CA US","9.84","debit","Restaurants","Restaurants","",""
"7/25/2016","Pacific Pinball Museum","PACIFIC PINBALL MUSEUM ALAMEDA CA US","20.00","debit","Arts","Luxuries","",""
"7/25/2016","Zachary A Vance","ZACHARY A VANCE (Ally Interest Checking XXXXXX5303) sent mon","697.00","debit","Mortgage & Rent","Rent","",""
"7/25/2016","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","30.39","debit","Groceries","Groceries","",""
"7/24/2016","Overdraft Interest Charge","OVERDRAFT INTEREST CHARGE","0.67","debit","Finance Charge","CREDIT CARD","",""
"7/20/2016","Interest Paid","Interest Paid","0.01","credit","Interest Income","Bills","",""
"7/20/2016","Interest Paid","Interest Paid","15.76","credit","Interest Income","Dropbox Savings","",""
"7/20/2016","Interest Paid","Interest Paid","0.02","credit","Interest Income","Luxuries","",""
"7/20/2016","Interest Paid","Interest Paid","0.02","credit","Interest Income","Income","",""
"7/20/2016","Interest Paid","Interest Paid","0.64","credit","Interest Income","Rent","",""
"7/20/2016","Interest Paid","Interest Paid","0.02","credit","Interest Income","Groceries","",""
"7/19/2016","Scott Design","GOOGLE *RaeScottDesign g.co/payhelp# CA US","3.99","debit","Business Services","Bills","",""
"7/19/2016","DMV","STATE OF CALIF DMV INT 800-7770133 CA US","121.00","debit","Auto & Transport","Bills","",""
"7/18/2016","Los Cantaros Restaurant","LOS CANTAROS RESTAURAN OAKLAND CA US","10.62","debit","Restaurants","Restaurants","",""
"7/18/2016","Amazon","AMAZON.COM SEATTLE WA US","4.33","debit","Shopping","Luxuries","",""
"7/18/2016","Pastime Hdwe","PASTIME HDWE EL CERRITO CA US","9.34","debit","Uncategorized","Groceries","",""
"7/16/2016","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","32.74","debit","Groceries","Groceries","",""
"7/15/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 3174.64 ~ Tran: DDIR","3174.64","credit","Paycheck","Dropbox Savings","",""
"7/15/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 483.33 ~ Tran: DDIR","483.33","credit","Paycheck","Income","",""
"7/14/2016","GrubHub","GRUBHUBEXTREMEPIZZASH 8775851085 NY US","31.11","debit","Food & Dining","Restaurants","",""
"7/12/2016","Transfer from Luxuries","Internet transfer from Interest Checking account XXXXXX5311","60.00","credit","Transfer","Restaurants","",""
"7/12/2016","Transfer to Restaurants","Internet transfer to Interest Checking account XXXXXX5319","60.00","debit","Transfer","Luxuries","",""
"7/12/2016","Pandora","GOOGLE *Pandora g.co/payhelp# CA US","5.33","debit","Gift","Bills","",""
"7/11/2016","Pho Ao Sen","PHO AO SEN ALBANY CA US","25.54","debit","Restaurants","Restaurants","",""
"7/11/2016","T-Mobile","T-MOBILE PCS SVC","59.08","debit","Mobile Phone","Bills","",""
"7/11/2016","Netflix","NETFLIX.COM NETFLIX.COM CA US","7.99","debit","Movies & DVDs","Luxuries","",""
"7/10/2016","Transfer to Luxuries","Internet transfer to Interest Checking account XXXXXX5311","578.00","debit","Transfer","Dropbox Savings","",""
"7/10/2016","Amazon","AMAZON.COM SEATTLE WA US","14.49","debit","Shopping","Luxuries","",""
"7/10/2016","Amazon","AMAZON.COM SEATTLE WA US","97.46","debit","Shopping","Luxuries","",""
"7/10/2016","Transfer from Dropbox Savings","Internet transfer from Online Savings account XXXXXX4754","578.00","credit","Transfer","Luxuries","",""
"7/10/2016","Amazon","AMAZON.COM SEATTLE WA US","65.22","debit","Shopping","Luxuries","",""
"7/10/2016","Amazon","AMAZON.COM SEATTLE WA US","420.46","debit","Shopping","Luxuries","",""
"7/09/2016","CVS","CVS/PHARMACY #09 El Cerrito CA US","8.72","debit","Pharmacy","Snacks","",""
"7/07/2016","Account Maintenance Fee","MONTHLY SERVICE FEE","6.00","debit","Bank Fee","CHASE COLLEGE","",""
"7/07/2016","Lucky","LUCKY #709.EL C EL CERRITO CA US","8.79","debit","Groceries","Snacks","",""
"7/06/2016","Transfer to CHASE COLLEGE","CHKG ODP 000000951314335","50.00","debit","Transfer","CREDIT CARD","",""
"7/05/2016","Transfer from CREDIT CARD","ODP TRANSFER FROM CR CARD ************5724","50.00","credit","Transfer","CHASE COLLEGE","",""
"7/05/2016","Digitalocean Com Ny","DIGITALOCEAN.COM 646-397-8051 NY06/30","11.88","debit","Uncategorized","CHASE COLLEGE","",""
"7/05/2016","Overdraft Fee","OVERDRAFT PROTECTION TRANSFER FE","10.00","debit","Bank Fee","CHASE COLLEGE","",""
"7/04/2016","Vault","THE VAULT CAFE BERKELEY CA US","36.10","debit","Business Services","Restaurants","",""
"7/04/2016","Steam Games","STEAMGAMES.COM BELLEVUE WA US","4.29","debit","Entertainment","Luxuries","",""
"7/04/2016","Gog Com Nicosia","GOG.COM NICOSIA CY","1.50","debit","Uncategorized","Luxuries","",""
"7/04/2016","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","24.36","debit","Groceries","Groceries","",""
"7/03/2016","Amazon","AMAZON.COM SEATTLE WA US","29.69","debit","Shopping","Luxuries","",""
"7/02/2016","Transfer to Rent","Internet transfer to Interest Checking account XXXXXX5303","3485.00","debit","Transfer","Dropbox Savings","",""
"7/02/2016","Transfer to Rent","Internet transfer to Interest Checking account XXXXXX5303","8364.00","debit","Transfer","Dropbox Savings","",""
"7/02/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","350.00","credit","Transfer","Dropbox Savings","",""
"7/02/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","350.00","credit","Transfer","Luxuries","",""
"7/02/2016","Amazon","AMAZON.COM SEATTLE WA US","70.81","debit","Shopping","Luxuries","",""
"7/02/2016","Amazon","AMAZON.COM SEATTLE WA US","11.99","debit","Shopping","Luxuries","",""
"7/02/2016","Transfer to Dropbox Savings","Internet transfer to Interest Checking account XXXXXX5311","350.00","debit","Transfer","Income","",""
"7/02/2016","Transfer to Luxuries","Internet transfer to Online Savings account XXXXXX4754","350.00","debit","Transfer","Income","",""
"7/02/2016","Transfer to Groceries","Internet transfer to Interest Checking account XXXXXX5295","130.00","debit","Transfer","Income","",""
"7/02/2016","Transfer from Dropbox Savings","Internet transfer from Online Savings account XXXXXX4754","3485.00","credit","Transfer","Rent","",""
"7/02/2016","Transfer from Dropbox Savings","Internet transfer from Online Savings account XXXXXX4754","8364.00","credit","Transfer","Rent","",""
"7/02/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","130.00","credit","Transfer","Groceries","",""
"7/02/2016","Amazon","AMAZON.COM SEATTLE WA US","29.98","debit","Shopping","Luxuries","",""
"7/01/2016","Arco","ARCO PAYPOINT ALBANY CA US","28.21","debit","Gas & Fuel","Groceries","",""
"6/30/2016","Check","","4.51","credit","Check","IRA Online Savings","",""
"6/30/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 2741.85 ~ Tran: DDIR","2741.85","credit","Paycheck","Dropbox Savings","",""
"6/30/2016","Dropbox Direct Dep","DROPBOX INC DIRECT DEP~ Future Amount: 833.33 ~ Tran: DDIR","833.33","credit","Paycheck","Income","",""
"6/29/2016","Lucky","LUCKY #709.EL C EL CERRITO CA US","1.99","debit","Groceries","Groceries","",""
"6/28/2016","DoorDash.com","DOORDASH.COM 6506819470 CA US","36.74","debit","Food & Dining","Restaurants","",""
"6/27/2016","Comcast","COMCAST COMCAST~ Future Amount: 80.9 ~ Tran: ACHDW","80.90","debit","Television","Bills","",""
"6/27/2016","Zachary A Vance","ZACHARY A VANCE (Ally Interest Checking XXXXXX5303) sent mon","697.00","debit","Mortgage & Rent","Rent","",""
"6/25/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","150.00","credit","Transfer","Bills","",""
"6/25/2016","CVS","CVS/PHARMACY #09 El Cerrito CA US","6.22","debit","Pharmacy","Snacks","",""
"6/25/2016","Transfer to Groceries","Internet transfer to Interest Checking account XXXXXX5295","140.00","debit","Transfer","Income","",""
"6/25/2016","Transfer to Groceries","Internet transfer to Interest Checking account XXXXXX5295","200.00","debit","Transfer","Income","",""
"6/25/2016","Transfer to Bills","Internet transfer to Interest Checking account XXXXXX4461","150.00","debit","Transfer","Income","",""
"6/25/2016","Transfer to Rent","Internet transfer to Interest Checking account XXXXXX5303","350.00","debit","Transfer","Income","",""
"6/25/2016","Transfer from Income","Internet transfer from Interest Checking account XXXXXX5337","350.00","credit","Transfer","Rent","",""
